timestamp,machine_id,machine_type,machine_age_hours,hours_since_last_maintenance,last_maintenance_type,vibration_rms_mm_s,bearing_temperature_C,motor_current_A,hydraulic_pressure_bar,oil_condition_index,coolant_flow_L_min,noise_level_dB,torque_Nm,speed_deviation_pct,power_factor,insulation_resistance_MOhm,cumulative_load_cycles,anomaly_events_last_30d,degradation_index,rul_hours,failure_mode,alert_level
2023-01-04 03:00:00,Hydraulic_Press_01,Hydraulic Press,25635.6,1439.0,Full Overhaul,6.923,79.5,254.0,176.1,43.5,74.1,82.9,129.1,3.328,0.823,245.1,375240,1,0.7445,0.0,Thermal Degradation,Immediate Action
2023-01-04 04:00:00,Hydraulic_Press_01,Hydraulic Press,5479.7,1097.0,Lubrication,2.217,69.1,211.9,192.7,87.7,115.7,74.6,108.2,0.089,0.945,457.8,79651,0,0.1324,14736.8,Normal,Normal
2023-01-04 06:00:00,Hot_Strip_Mill_01,Hot Strip Mill,29962.0,433.0,Seal Replacement,8.095,107.9,1077.4,162.0,22.0,71.4,85.9,596.4,8.887,0.83,207.1,316015,1,0.8567,8895.1,Lubrication Failure,Warning
2023-01-04 10:00:00,Electric_Arc_Furnace_03,Electric Arc Furnace,18062.0,1211.0,Electrical Inspection,5.294,116.1,1359.4,185.6,56.2,89.6,79.9,674.9,0.275,0.885,329.7,194527,3,0.5076,7354.8,Normal,Warning
2023-01-04 14:00:00,Hydraulic_Press_03,Hydraulic Press,3789.0,262.0,Full Overhaul,1.393,73.3,218.4,203.7,91.3,118.4,71.0,116.0,3.248,0.96,507.2,62635,2,0.0767,16240.8,Normal,Normal
2023-01-04 15:00:00,Hydraulic_Press_03,Hydraulic Press,24323.1,1735.0,Full Overhaul,6.6,78.6,247.2,163.5,51.8,86.8,84.3,126.2,1.763,0.817,296.7,294202,3,0.7109,0.0,Lubrication Failure,Immediate Action
2023-01-04 17:00:00,Electric_Arc_Furnace_03,Electric Arc Furnace,18218.8,1499.0,Bearing Replacement,6.172,115.2,1368.3,179.4,57.3,87.9,81.2,722.1,2.926,0.887,320.2,187144,2,0.5302,6361.5,Normal,Warning
2023-01-04 18:00:00,Hydraulic_Press_03,Hydraulic Press,10502.2,692.0,Bearing Replacement,3.076,62.0,209.9,187.6,77.2,103.2,75.8,115.7,0.77,0.916,400.7,141134,0,0.2959,9316.5,Normal,Normal
2023-01-04 19:00:00,Cold_Rolling_Mill_01,Cold Rolling Mill,14846.6,97.0,Bearing Replacement,4.707,68.5,862.8,174.8,66.7,99.2,79.2,439.8,3.054,0.874,372.8,206647,3,0.4095,20127.2,Normal,Normal
2023-01-04 21:00:00,Ladle_Crane_03,Ladle Crane,10512.0,1566.0,Electrical Inspection,3.391,47.9,354.0,178.7,74.5,107.5,80.8,189.5,4.025,0.877,400.6,109240,1,0.3319,41823.9,Normal,Normal
2023-01-05 02:00:00,Pickling_Line_02,Pickling Line,9279.6,487.0,Alignment Check,2.659,62.0,302.7,185.9,74.8,105.2,75.0,151.6,1.552,0.905,422.0,126266,1,0.2374,19192.0,Normal,Normal
2023-01-05 04:00:00,Cold_Rolling_Mill_02,Cold Rolling Mill,5809.9,518.0,Bearing Replacement,1.914,63.1,791.8,194.2,84.9,116.6,74.1,379.4,0.612,0.921,483.0,98646,0,0.1458,32324.3,Normal,Normal
2023-01-05 08:00:00,Annealing_Furnace_01,Annealing Furnace,12760.6,863.0,Full Overhaul,4.564,143.5,425.2,190.9,72.2,96.3,78.4,200.4,1.307,0.883,414.6,128227,2,0.3883,21444.0,Normal,Normal
2023-01-05 08:00:00,Rolling_Mill_03,Rolling Mill,8859.5,1217.0,Bearing Replacement,3.739,86.0,950.0,173.9,74.6,98.5,82.4,455.8,1.841,0.908,395.4,109003,3,0.3037,29455.6,Normal,Normal
2023-01-05 09:00:00,Continuous_Caster_02,Continuous Caster,23951.9,69.0,Full Overhaul,7.228,113.8,729.7,171.4,41.1,88.9,83.3,380.4,2.889,0.864,272.9,220743,4,0.7303,12082.6,Mechanical Wear,Normal
2023-01-05 09:00:00,Cold_Rolling_Mill_01,Cold Rolling Mill,23967.3,1651.0,Alignment Check,6.352,69.1,885.6,168.4,46.2,93.6,80.8,470.2,2.193,0.857,278.8,253612,2,0.6718,10566.1,Thermal Degradation,Warning
2023-01-05 12:00:00,Blast_Furnace_Blower_01,Blast Furnace Blower,17614.2,68.0,Lubrication,4.242,87.1,510.4,185.1,68.2,103.8,76.0,265.7,2.012,0.864,350.3,232270,5,0.44,12545.5,Normal,Normal
2023-01-05 13:00:00,Cold_Rolling_Mill_03,Cold Rolling Mill,27250.3,350.0,Alignment Check,7.338,81.0,899.5,174.5,35.7,85.3,82.8,458.5,1.8,0.842,243.8,536648,4,0.7641,9089.6,Bearing Failure,Warning
2023-01-05 16:00:00,Blast_Furnace_Blower_03,Blast Furnace Blower,29462.8,454.0,Electrical Inspection,7.845,90.5,534.8,171.4,32.9,78.3,84.6,291.7,10.419,0.816,218.2,482831,4,0.8455,0.0,Thermal Degradation,Immediate Action
2023-01-05 21:00:00,Blast_Furnace_Blower_01,Blast Furnace Blower,20333.8,1699.0,Lubrication,5.389,82.6,502.2,178.5,47.2,96.6,81.1,265.2,0.852,0.863,333.8,389973,0,0.5253,9002.4,Normal,Normal
2023-01-05 22:00:00,Hot_Strip_Mill_03,Hot Strip Mill,21700.8,1492.0,Lubrication,6.114,101.5,1024.7,174.1,43.6,92.4,81.1,517.0,5.558,0.849,289.1,200864,2,0.6046,16710.0,Lubrication Failure,Normal
2023-01-06 00:00:00,Continuous_Caster_01,Continuous Caster,9972.7,1221.0,Seal Replacement,3.609,98.9,648.7,192.9,71.1,111.7,77.3,326.2,1.394,0.903,403.0,192506,2,0.3453,25212.4,Normal,Normal
2023-01-06 02:00:00,Annealing_Furnace_01,Annealing Furnace,31330.9,712.0,Seal Replacement,8.585,144.5,463.0,162.2,22.3,71.3,85.9,255.5,3.686,0.816,198.3,442791,5,0.9025,0.0,Mechanical Wear,Immediate Action
2023-01-06 04:00:00,Hydraulic_Press_01,Hydraulic Press,944.8,1106.0,Bearing Replacement,1.05,64.2,202.7,200.3,100.0,117.1,72.3,99.0,0.888,0.938,520.4,10759,0,0.0,18636.4,Normal,Normal
2023-01-06 06:00:00,Electric_Arc_Furnace_02,Electric Arc Furnace,12266.2,102.0,Bearing Replacement,4.283,118.8,1313.2,183.6,66.5,97.9,79.7,688.5,2.252,0.905,414.8,222476,1,0.3519,11615.2,Normal,Normal
2023-01-06 08:00:00,Hot_Strip_Mill_03,Hot Strip Mill,25290.8,1732.0,Full Overhaul,6.94,106.4,1083.4,172.6,41.2,90.4,81.0,529.6,8.72,0.837,262.3,384830,4,0.7268,11337.8,Mechanical Wear,Warning
2023-01-06 09:00:00,Annealing_Furnace_02,Annealing Furnace,2895.1,1384.0,Full Overhaul,1.497,124.8,380.8,190.6,98.9,116.8,76.7,194.7,1.01,0.933,522.8,26313,0,0.0641,28748.3,Normal,Normal
2023-01-06 12:00:00,Blast_Furnace_Blower_03,Blast Furnace Blower,6492.6,1334.0,Electrical Inspection,2.61,77.7,470.8,189.6,84.5,105.2,78.1,254.8,0.972,0.919,453.1,93646,0,0.2241,24396.1,Normal,Normal
2023-01-06 16:00:00,Annealing_Furnace_02,Annealing Furnace,20666.1,1969.0,Lubrication,4.755,133.1,436.0,180.5,57.4,85.4,81.5,222.2,0.603,0.872,345.2,324509,3,0.499,12403.6,Normal,Normal
2023-01-06 18:00:00,Cold_Rolling_Mill_03,Cold Rolling Mill,19643.8,1066.0,Alignment Check,5.522,76.9,863.9,181.8,51.3,86.7,79.1,440.5,2.209,0.853,312.7,161338,8,0.5848,18336.3,Electrical Fault,Normal
2023-01-06 19:00:00,Rolling_Mill_02,Rolling Mill,25888.6,146.0,Lubrication,6.585,98.6,1023.6,170.7,45.5,85.7,82.4,512.4,3.471,0.863,262.5,377862,0,0.711,14620.5,Bearing Failure,Normal
2023-01-06 20:00:00,Cold_Rolling_Mill_02,Cold Rolling Mill,28460.2,456.0,Electrical Inspection,7.913,72.0,928.8,153.1,34.8,68.0,83.5,492.9,9.458,0.841,239.5,351720,5,0.8654,7743.2,Lubrication Failure,Warning
2023-01-06 22:00:00,Hydraulic_Press_01,Hydraulic Press,4587.4,321.0,Alignment Check,1.075,71.8,208.6,194.4,100.0,112.1,71.3,110.3,0.162,0.929,487.1,61848,0,0.0673,15709.7,Normal,Normal
2023-01-06 22:00:00,Electric_Arc_Furnace_03,Electric Arc Furnace,741.5,1882.0,Bearing Replacement,1.666,112.1,1228.6,204.6,98.6,116.8,72.5,640.5,0.914,0.947,476.6,6901,0,0.0681,24622.7,Normal,Normal
2023-01-06 23:00:00,Hydraulic_Press_01,Hydraulic Press,24168.4,255.0,Alignment Check,6.28,78.0,248.0,174.7,51.3,86.4,81.5,129.9,2.607,0.845,272.8,339192,4,0.6511,0.0,Mechanical Wear,Immediate Action
2023-01-06 23:00:00,Blast_Furnace_Blower_01,Blast Furnace Blower,10618.6,45.0,Bearing Replacement,3.361,84.1,476.5,183.6,76.2,98.1,76.1,254.8,0.22,0.896,440.1,210425,0,0.3195,21081.4,Normal,Normal
2023-01-07 01:00:00,Hydraulic_Press_02,Hydraulic Press,5354.0,244.0,Bearing Replacement,2.466,68.3,220.9,193.5,81.4,108.3,76.8,108.8,1.678,0.898,457.7,102444,1,0.2093,15335.3,Normal,Normal
2023-01-07 01:00:00,Ladle_Crane_03,Ladle Crane,21946.8,604.0,Bearing Replacement,5.79,62.8,357.1,170.8,52.3,85.8,81.1,191.0,1.531,0.848,291.2,369965,0,0.6038,25156.8,Electrical Fault,Normal
2023-01-07 02:00:00,Blast_Furnace_Blower_02,Blast Furnace Blower,16469.5,1241.0,Alignment Check,4.442,89.2,473.5,178.1,65.6,98.7,80.4,260.6,3.886,0.881,376.6,186598,2,0.461,13581.3,Normal,Normal
2023-01-07 04:00:00,Electric_Arc_Furnace_03,Electric Arc Furnace,17704.4,447.0,Full Overhaul,4.589,119.7,1221.4,181.3,61.2,99.4,79.8,678.8,0.993,0.876,351.6,222894,3,0.4697,6478.5,Normal,Warning
2023-01-07 04:00:00,Rolling_Mill_03,Rolling Mill,20519.2,1685.0,Bearing Replacement,6.65,100.6,1004.8,169.9,51.0,86.6,81.7,480.9,5.942,0.845,307.0,323960,1,0.6562,20118.4,Thermal Degradation,Normal
2023-01-07 07:00:00,Electric_Arc_Furnace_02,Electric Arc Furnace,18009.6,286.0,Bearing Replacement,5.163,117.6,1322.8,175.5,63.6,101.4,78.7,729.3,3.494,0.9,327.1,303922,2,0.5006,6901.8,Normal,Warning
2023-01-07 07:00:00,Hot_Strip_Mill_02,Hot Strip Mill,17399.6,305.0,Lubrication,5.196,99.4,1009.6,177.1,60.5,91.4,80.4,501.6,1.306,0.878,455.8,202689,4,0.5232,19822.3,Normal,Normal
2023-01-07 08:00:00,Continuous_Caster_01,Continuous Caster,11712.4,1215.0,Seal Replacement,3.94,107.0,661.6,184.1,66.4,95.6,79.7,329.9,1.812,0.9,384.6,142553,0,0.3816,21837.0,Normal,Normal
2023-01-07 09:00:00,Hot_Strip_Mill_03,Hot Strip Mill,2584.2,164.0,Electrical Inspection,0.844,82.7,905.6,198.5,97.2,109.5,75.1,437.5,0.036,0.979,527.9,24758,0,0.0299,33745.1,Normal,Normal
2023-01-07 10:00:00,Blast_Furnace_Blower_02,Blast Furnace Blower,3224.3,101.0,Alignment Check,1.654,80.1,452.4,194.1,96.4,117.5,71.2,225.4,0.221,0.943,466.8,52053,0,0.1132,26225.9,Normal,Normal
2023-01-07 12:00:00,Continuous_Caster_01,Continuous Caster,15238.9,368.0,Electrical Inspection,4.711,105.8,704.8,187.0,54.4,96.4,78.8,329.6,1.687,0.921,345.3,185642,3,0.4633,19354.8,Normal,Normal
2023-01-07 16:00:00,Rolling_Mill_02,Rolling Mill,12517.2,1053.0,Electrical Inspection,3.256,97.2,907.6,186.7,78.5,98.7,74.4,453.1,2.265,0.901,405.2,120970,0,0.2803,26030.2,Normal,Normal
2023-01-07 18:00:00,Hydraulic_Press_03,Hydraulic Press,18113.1,1096.0,Seal Replacement,5.091,79.7,255.4,185.9,61.1,94.6,77.1,122.8,10.698,0.871,338.4,282706,1,0.5337,1910.0,Normal,Critical
2023-01-07 20:00:00,Continuous_Caster_03,Continuous Caster,10738.9,769.0,Full Overhaul,3.461,101.5,626.5,187.6,79.0,110.0,78.6,329.6,2.251,0.927,399.3,87517,3,0.2891,23139.6,Normal,Normal
2023-01-07 21:00:00,Pickling_Line_01,Pickling Line,24108.1,934.0,Electrical Inspection,7.171,65.3,330.7,165.9,48.8,82.8,86.0,177.0,2.657,0.793,232.9,467718,3,0.7698,4194.5,Mechanical Wear,Critical
2023-01-07 21:00:00,Ladle_Crane_01,Ladle Crane,30252.0,910.0,Electrical Inspection,8.425,60.8,392.8,165.2,19.3,71.4,85.2,200.9,1.768,0.818,186.1,474726,7,0.9076,21595.0,Lubrication Failure,Normal
2023-01-07 22:00:00,Continuous_Caster_01,Continuous Caster,10530.3,915.0,Electrical Inspection,3.525,100.5,649.8,190.8,68.3,98.2,75.9,298.0,3.034,0.953,410.5,161052,2,0.3228,24773.5,Normal,Normal
2023-01-08 03:00:00,Pickling_Line_01,Pickling Line,6835.1,533.0,Electrical Inspection,1.493,62.8,294.8,192.2,93.5,116.6,72.6,149.9,0.245,0.917,488.6,107759,0,0.0932,21086.0,Normal,Normal
2023-01-08 04:00:00,Hydraulic_Press_02,Hydraulic Press,4154.7,339.0,Alignment Check,1.953,71.0,202.7,187.2,93.4,113.1,70.6,113.3,0.301,0.958,470.1,49019,1,0.141,15524.4,Normal,Normal
2023-01-08 06:00:00,Hot_Strip_Mill_03,Hot Strip Mill,21607.3,783.0,Full Overhaul,5.46,98.4,1071.6,181.8,53.9,103.1,82.9,517.0,3.277,0.861,307.9,233327,3,0.5793,18041.3,Lubrication Failure,Normal
2023-01-08 07:00:00,Annealing_Furnace_02,Annealing Furnace,15590.6,927.0,Bearing Replacement,4.827,131.4,405.1,187.1,67.5,90.6,78.4,224.0,2.605,0.933,383.3,225153,3,0.4891,16223.7,Normal,Normal
2023-01-08 10:00:00,Ladle_Crane_03,Ladle Crane,6661.7,1907.0,Alignment Check,2.149,46.8,327.1,195.4,82.5,112.8,74.3,170.2,2.484,0.908,502.1,128763,3,0.1823,47073.6,Normal,Normal
2023-01-08 10:00:00,Rolling_Mill_02,Rolling Mill,22894.5,1497.0,Full Overhaul,5.866,95.0,984.8,171.1,48.4,85.9,82.0,509.1,0.293,0.842,289.4,260373,3,0.6282,15685.9,Thermal Degradation,Normal
2023-01-08 11:00:00,Ladle_Crane_01,Ladle Crane,5282.1,1723.0,Full Overhaul,1.661,50.1,334.3,194.1,93.5,110.2,69.8,168.4,1.321,0.912,469.8,87665,0,0.1291,45152.8,Normal,Normal
2023-01-08 15:00:00,Hydraulic_Press_03,Hydraulic Press,19445.1,773.0,Lubrication,5.342,75.2,236.9,172.5,55.3,87.6,80.1,117.7,2.014,0.873,335.7,382662,4,0.5371,1402.5,Normal,Critical
2023-01-08 18:00:00,Continuous_Caster_01,Continuous Caster,18497.5,1145.0,Alignment Check,4.485,99.6,660.6,186.7,67.8,102.1,79.2,334.0,5.204,0.873,344.8,269926,2,0.4611,15777.9,Normal,Normal
2023-01-08 22:00:00,Electric_Arc_Furnace_02,Electric Arc Furnace,25724.6,1485.0,Full Overhaul,6.291,126.8,1402.5,174.1,49.5,91.3,81.0,731.2,0.027,0.837,292.8,347364,5,0.6742,0.0,Bearing Failure,Immediate Action
2023-01-08 23:00:00,Electric_Arc_Furnace_03,Electric Arc Furnace,31086.8,918.0,Alignment Check,9.416,127.9,1528.8,162.0,24.2,69.5,84.1,773.2,3.178,0.818,175.8,301436,2,0.966,0.0,Electrical Fault,Immediate Action
2023-01-08 23:00:00,Blast_Furnace_Blower_02,Blast Furnace Blower,24634.4,697.0,Lubrication,7.253,95.8,542.5,170.4,38.4,85.5,84.0,284.3,3.826,0.798,251.9,206857,3,0.7396,5869.3,Bearing Failure,Warning
2023-01-08 23:00:00,Hot_Strip_Mill_01,Hot Strip Mill,2023.3,367.0,Alignment Check,1.09,91.4,898.5,200.6,94.6,122.3,76.9,454.5,1.678,0.951,515.0,34349,0,0.041,36690.5,Normal,Normal
2023-01-09 00:00:00,Electric_Arc_Furnace_02,Electric Arc Furnace,7642.8,1096.0,Full Overhaul,3.404,119.4,1293.7,190.7,74.9,113.4,73.8,583.5,0.616,0.929,430.0,93412,0,0.2586,18227.4,Normal,Normal
2023-01-09 00:00:00,Pickling_Line_02,Pickling Line,6500.8,584.0,Alignment Check,2.85,60.4,305.8,190.2,78.4,96.3,76.2,156.9,2.128,0.889,414.4,117319,1,0.2456,21207.9,Normal,Normal
2023-01-09 01:00:00,Hydraulic_Press_01,Hydraulic Press,15164.9,709.0,Alignment Check,4.461,67.1,235.7,187.9,63.3,100.2,76.5,119.5,1.544,0.877,382.2,135426,6,0.4473,5697.3,Normal,Warning
2023-01-09 02:00:00,Annealing_Furnace_01,Annealing Furnace,28633.0,1665.0,Alignment Check,7.652,140.3,452.8,161.2,36.9,84.8,85.8,235.0,4.783,0.823,261.6,432160,6,0.7953,1715.8,Electrical Fault,Critical
2023-01-09 03:00:00,Hydraulic_Press_03,Hydraulic Press,29519.0,1555.0,Seal Replacement,7.585,79.5,243.1,162.8,33.6,82.2,85.0,132.3,1.965,0.834,226.1,254399,4,0.8228,0.0,Electrical Fault,Immediate Action
